CustomerID,ActualLabel,ActualLabel_Text,PredictedProbability,PredictedLabel,PredictedLabel_Text,ChurnRisk,OrderValue,NumItems,NumUniqueProducts,BasketRepeatScore,BestProductRepeatScore,Month,MonthName,DaysFromStart,DayOfWeek,IsWeekend,IsBusinessHours,Country,CountryRepeatRate,MonthRepeatRate,AvgItemPrice,OrderValuePercentile,NumItemsPercentile,TimePeriod,ProductQuality,RiskCategory,OrderValueCategory,PredictionCorrect,PredictionType
15526,1,Repeat Buyer,0.24531922,0,One-time Buyer,0.75468075,128.54,3,3,0.5228,0.6711,11,November,340,1,1,1,United Kingdom,0.6548,0.2601,4.01,15.49,6.09,Aug-Sep,Low,Very High Risk,Small (<$200),False,False Negative
15527,1,Repeat Buyer,0.9713948,1,Repeat Buyer,0.028605223,221.4,18,17,0.6953,1.0,12,December,19,2,0,1,United Kingdom,0.6548,0.8369,4.11,36.43,50.7,Dec-Jan,High,Low Risk,Medium ($200-$400),True,Correct
15528,0,One-time Buyer,0.20823419,0,One-time Buyer,0.7917658,229.33,26,26,0.6567,0.7917,3,March,119,4,0,1,United Kingdom,0.6548,0.7212,2.61,38.28,67.6,Feb-Mar,Medium,Very High Risk,Medium ($200-$400),True,Correct
15529,1,Repeat Buyer,0.89018637,1,Repeat Buyer,0.10981363,295.66,15,15,0.7018,0.9231,12,December,7,4,0,1,United Kingdom,0.6548,0.8369,2.49,48.35,41.73,Dec-Jan,High,Low Risk,Medium ($200-$400),True,Correct
15530,1,Repeat Buyer,0.9768659,1,Repeat Buyer,0.023134112,553.13,54,49,0.731,1.0,4,April,127,5,0,1,United Kingdom,0.6548,0.6667,2.71,82.02,90.5,Apr-May,High,Low Risk,Large ($400-$800),True,Correct
15531,1,Repeat Buyer,0.49828577,0,One-time Buyer,0.5017142,1522.31,189,175,0.6477,0.9167,11,November,343,4,0,1,United Kingdom,0.6548,0.2601,3.07,97.21,99.88,Aug-Sep,Medium,High Risk,Very Large (>$800),False,False Negative
15532,1,Repeat Buyer,0.68552953,1,Repeat Buyer,0.31447047,356.35,50,48,0.6915,0.875,12,December,15,5,0,1,United Kingdom,0.6548,0.8369,4.13,63.98,88.4,Dec-Jan,High,Medium Risk,Medium ($200-$400),True,Correct
15533,1,Repeat Buyer,0.72375596,1,Repeat Buyer,0.27624404,449.66,33,33,0.7009,0.8947,9,September,284,1,1,1,United Kingdom,0.6548,0.4749,4.66,75.07,77.63,Aug-Sep,High,Medium Risk,Large ($400-$800),True,Correct
15535,1,Repeat Buyer,0.79445535,1,Repeat Buyer,0.20554465,270.34,37,33,0.7238,0.9,1,January,46,1,1,1,United Kingdom,0.6548,0.8153,4.36,44.69,80.61,Dec-Jan,High,Low Risk,Medium ($200-$400),True,Correct
15537,0,One-time Buyer,0.26316983,0,One-time Buyer,0.7368302,110.92,24,24,0.6231,0.7727,6,June,210,4,0,1,United Kingdom,0.6548,0.6405,3.86,10.33,64.63,Jun-Jul,Medium,High Risk,Small (<$200),True,Correct
15539,0,One-time Buyer,0.058383368,0,One-time Buyer,0.94161665,538.46,41,41,0.5591,0.8023,12,December,366,6,0,1,United Kingdom,0.6548,0.8369,1.34,81.23,83.68,Aug-Sep,Low,Very High Risk,Large ($400-$800),True,Correct
15540,0,One-time Buyer,0.07542413,0,One-time Buyer,0.92457587,213.3,15,15,0.5639,0.8125,11,November,362,2,0,1,United Kingdom,0.6548,0.2601,1.71,34.63,41.73,Aug-Sep,Low,Very High Risk,Medium ($200-$400),True,Correct
15541,0,One-time Buyer,0.36977252,0,One-time Buyer,0.63022745,85.13,29,29,0.6433,0.8182,8,August,259,4,0,1,United Kingdom,0.6548,0.5444,2.09,5.63,71.94,Aug-Sep,Medium,High Risk,Small (<$200),True,Correct
15543,0,One-time Buyer,0.27918297,0,One-time Buyer,0.720817,127.86,28,26,0.6882,0.8718,2,February,85,5,0,1,United Kingdom,0.6548,0.7711,2.2,15.31,70.39,Feb-Mar,High,High Risk,Small (<$200),True,Correct
15544,1,Repeat Buyer,0.74980766,1,Repeat Buyer,0.25019234,354.54,26,26,0.6997,0.8,12,December,1,5,0,1,United Kingdom,0.6548,0.8369,1.95,63.64,67.6,Dec-Jan,High,Medium Risk,Medium ($200-$400),True,Correct
15545,1,Repeat Buyer,0.91779214,1,Repeat Buyer,0.08220786,135.33,31,31,0.7234,0.9286,12,December,2,6,0,1,United Kingdom,0.6548,0.8369,2.98,16.88,75.44,Dec-Jan,High,Low Risk,Small (<$200),True,Correct
15547,1,Repeat Buyer,0.97776765,1,Repeat Buyer,0.022232354,767.37,56,54,0.7118,1.0,12,December,11,1,1,1,United Kingdom,0.6548,0.8369,2.4,89.67,91.4,Dec-Jan,High,Low Risk,Large ($400-$800),True,Correct
15549,1,Repeat Buyer,0.97712815,1,Repeat Buyer,0.022871852,942.1,61,57,0.7405,1.0,1,January,57,5,0,1,United Kingdom,0.6548,0.8153,3.27,93.22,92.99,Dec-Jan,High,Low Risk,Very Large (>$800),True,Correct
15550,1,Repeat Buyer,0.83215463,1,Repeat Buyer,0.16784537,137.9,12,12,0.7252,0.9333,2,February,72,6,0,1,United Kingdom,0.6548,0.7711,1.6,17.48,32.9,Feb-Mar,High,Low Risk,Small (<$200),True,Correct
15551,0,One-time Buyer,0.111995295,0,One-time Buyer,0.8880047,436.06,29,29,0.5701,0.7619,11,November,337,5,0,1,United Kingdom,0.6548,0.2601,3.93,73.71,71.94,Aug-Sep,Low,Very High Risk,Large ($400-$800),True,Correct
15552,0,One-time Buyer,0.32934982,0,One-time Buyer,0.6706502,90.12,17,17,0.6522,0.7857,5,May,156,6,0,1,United Kingdom,0.6548,0.6937,1.78,6.2,48.28,Apr-May,Medium,High Risk,Small (<$200),True,Correct
15553,0,One-time Buyer,0.34749395,0,One-time Buyer,0.65250605,437.23,56,51,0.6,0.8333,10,October,313,2,0,1,United Kingdom,0.6548,0.3464,2.41,73.83,91.4,Aug-Sep,Low,High Risk,Large ($400-$800),True,Correct
15554,0,One-time Buyer,0.36604008,0,One-time Buyer,0.6339599,217.2,14,14,0.7075,0.8045,3,March,96,2,0,1,United Kingdom,0.6548,0.7212,4.81,35.6,38.53,Feb-Mar,High,High Risk,Medium ($200-$400),True,Correct
15555,1,Repeat Buyer,0.9627128,1,Repeat Buyer,0.037287176,198.43,32,32,0.666,1.0,12,December,4,1,1,1,United Kingdom,0.6548,0.8369,0.82,31.47,76.55,Dec-Jan,Medium,Low Risk,Small (<$200),True,Correct
15556,0,One-time Buyer,0.17525227,0,One-time Buyer,0.82474774,279.77,31,31,0.6375,0.8333,11,November,349,3,0,1,United Kingdom,0.6548,0.2601,1.79,46.07,75.44,Aug-Sep,Medium,Very High Risk,Medium ($200-$400),True,Correct
15557,0,One-time Buyer,0.07130078,0,One-time Buyer,0.9286992,473.65,20,16,0.5072,0.6792,11,November,345,6,0,1,United Kingdom,0.6548,0.2601,3.56,76.83,55.8,Aug-Sep,Low,Very High Risk,Large ($400-$800),True,Correct
15561,1,Repeat Buyer,0.5926059,1,Repeat Buyer,0.4073941,265.75,7,7,0.7015,0.8182,5,May,158,1,1,1,United Kingdom,0.6548,0.6937,6.38,44.06,17.32,Apr-May,High,Medium Risk,Medium ($200-$400),True,Correct
15562,0,One-time Buyer,0.33615553,0,One-time Buyer,0.66384447,134.55,1,1,0.5556,0.5556,12,December,22,5,0,1,United Kingdom,0.6548,0.8369,3.45,16.65,0.0,Dec-Jan,Low,High Risk,Small (<$200),True,Correct
15563,1,Repeat Buyer,0.9063161,1,Repeat Buyer,0.0936839,270.19,22,22,0.7361,0.8667,12,December,15,5,0,1,United Kingdom,0.6548,0.8369,1.45,44.66,60.69,Dec-Jan,High,Low Risk,Medium ($200-$400),True,Correct
15565,1,Repeat Buyer,0.38115814,0,One-time Buyer,0.6188419,88.8,4,4,0.7352,0.8182,9,September,303,6,0,1,United Kingdom,0.6548,0.4749,5.29,5.93,8.81,Aug-Sep,High,High Risk,Small (<$200),False,False Negative
15567,0,One-time Buyer,0.06689465,0,One-time Buyer,0.93310535,186.01,7,7,0.6231,0.7222,11,November,355,2,0,1,United Kingdom,0.6548,0.2601,3.24,29.03,17.32,Aug-Sep,Medium,Very High Risk,Small (<$200),True,Correct
15568,1,Repeat Buyer,0.40730634,0,One-time Buyer,0.5926937,228.31,20,20,0.5972,0.84,9,September,300,3,0,1,United Kingdom,0.6548,0.4749,2.26,38.04,55.8,Aug-Sep,Low,High Risk,Medium ($200-$400),False,False Negative
15569,1,Repeat Buyer,0.6532361,1,Repeat Buyer,0.3467639,288.5,7,7,0.6986,0.8,1,January,41,3,0,1,United Kingdom,0.6548,0.8153,2.06,47.31,17.32,Dec-Jan,High,Medium Risk,Medium ($200-$400),True,Correct
15570,1,Repeat Buyer,0.8089598,1,Repeat Buyer,0.19104022,517.65,44,37,0.7099,0.8451,12,December,4,1,1,1,United Kingdom,0.6548,0.8369,4.0,80.1,85.7,Dec-Jan,High,Low Risk,Large ($400-$800),True,Correct
15571,1,Repeat Buyer,0.23737493,0,One-time Buyer,0.7626251,202.35,16,15,0.6346,0.7917,9,September,295,5,0,1,United Kingdom,0.6548,0.4749,2.97,32.3,44.94,Aug-Sep,Medium,Very High Risk,Medium ($200-$400),False,False Negative
15572,1,Repeat Buyer,0.64666617,1,Repeat Buyer,0.35333383,225.14,15,15,0.7229,0.8378,3,March,95,1,1,1,United Kingdom,0.6548,0.7212,14.76,37.28,41.73,Feb-Mar,High,Medium Risk,Medium ($200-$400),True,Correct
15573,1,Repeat Buyer,0.5217308,1,Repeat Buyer,0.47826922,410.7,56,50,0.6616,0.8333,9,September,288,5,0,1,United Kingdom,0.6548,0.4749,3.21,71.11,91.4,Aug-Sep,Medium,Medium Risk,Large ($400-$800),True,Correct
15574,1,Repeat Buyer,0.96841675,1,Repeat Buyer,0.03158325,375.65,121,96,0.7121,1.0,12,December,1,5,0,1,United Kingdom,0.6548,0.8369,2.1,66.75,99.12,Dec-Jan,High,Low Risk,Medium ($200-$400),True,Correct
15576,0,One-time Buyer,0.33593804,0,One-time Buyer,0.66406196,940.67,45,43,0.6056,0.875,11,November,336,4,0,1,United Kingdom,0.6548,0.2601,3.58,93.18,86.23,Aug-Sep,Medium,High Risk,Very Large (>$800),True,Correct
15577,1,Repeat Buyer,0.49916133,0,One-time Buyer,0.50083864,29.65,4,4,0.6705,0.7619,2,February,68,2,0,1,United Kingdom,0.6548,0.7711,5.3,0.97,8.81,Feb-Mar,Medium,High Risk,Small (<$200),False,False Negative
15578,0,One-time Buyer,0.30731744,0,One-time Buyer,0.69268256,127.1,13,13,0.6402,0.7424,6,June,211,5,0,1,United Kingdom,0.6548,0.6405,2.39,15.08,35.79,Jun-Jul,Medium,High Risk,Small (<$200),True,Correct
15579,1,Repeat Buyer,0.74193513,1,Repeat Buyer,0.25806487,199.6,26,25,0.7465,0.8696,1,January,60,1,1,1,United Kingdom,0.6548,0.8153,4.47,31.7,67.6,Dec-Jan,High,Medium Risk,Small (<$200),True,Correct
15581,1,Repeat Buyer,0.979451,1,Repeat Buyer,0.020549,272.34,21,21,0.7029,1.0,12,December,7,4,0,1,United Kingdom,0.6548,0.8369,3.2,45.03,58.45,Dec-Jan,High,Low Risk,Medium ($200-$400),True,Correct
15582,1,Repeat Buyer,0.8134865,1,Repeat Buyer,0.18651348,303.61,22,22,0.7124,0.8557,5,May,153,3,0,1,United Kingdom,0.6548,0.6937,2.2,50.98,60.69,Apr-May,High,Low Risk,Medium ($200-$400),True,Correct
15584,1,Repeat Buyer,0.6596833,1,Repeat Buyer,0.3403167,154.65,36,35,0.6882,0.9286,6,June,211,5,0,1,United Kingdom,0.6548,0.6405,3.4,21.26,79.92,Jun-Jul,High,Medium Risk,Small (<$200),True,Correct
15585,0,One-time Buyer,0.4520757,0,One-time Buyer,0.5479243,455.3,31,31,0.6727,0.8077,6,June,197,5,0,0,United Kingdom,0.6548,0.6405,2.26,75.7,75.44,Jun-Jul,Medium,High Risk,Large ($400-$800),True,Correct
15587,1,Repeat Buyer,0.8058751,1,Repeat Buyer,0.19412488,344.88,3,3,0.8301,0.8889,12,December,22,5,0,1,United Kingdom,0.6548,0.8369,2.96,61.93,6.09,Dec-Jan,Very High,Low Risk,Medium ($200-$400),True,Correct
15589,1,Repeat Buyer,0.69449097,1,Repeat Buyer,0.30550903,184.95,12,12,0.7358,0.8235,2,February,63,4,0,1,United Kingdom,0.6548,0.7711,1.9,28.75,32.9,Feb-Mar,High,Medium Risk,Small (<$200),True,Correct
15592,0,One-time Buyer,0.13468398,0,One-time Buyer,0.86531603,388.58,24,24,0.5432,0.7619,10,October,327,2,0,0,United Kingdom,0.6548,0.3464,1.56,68.46,64.63,Aug-Sep,Low,Very High Risk,Medium ($200-$400),True,Correct
15593,0,One-time Buyer,0.14489383,0,One-time Buyer,0.8551062,199.8,5,5,0.5353,0.7604,9,September,303,6,0,1,United Kingdom,0.6548,0.4749,3.33,31.75,11.04,Aug-Sep,Low,Very High Risk,Small (<$200),True,Correct
15594,1,Repeat Buyer,0.47581252,0,One-time Buyer,0.52418745,267.91,15,15,0.7025,0.85,4,April,139,3,0,1,United Kingdom,0.6548,0.6667,3.1,44.41,41.73,Apr-May,High,High Risk,Medium ($200-$400),False,False Negative
15596,1,Repeat Buyer,0.9381105,1,Repeat Buyer,0.06188953,402.32,21,21,0.7427,0.875,12,December,8,5,0,1,United Kingdom,0.6548,0.8369,4.46,70.19,58.45,Dec-Jan,High,Low Risk,Large ($400-$800),True,Correct
15597,0,One-time Buyer,0.12662016,0,One-time Buyer,0.8733798,324.57,22,22,0.5168,0.75,11,November,338,6,0,1,United Kingdom,0.6548,0.2601,1.61,58.17,60.69,Aug-Sep,Low,Very High Risk,Medium ($200-$400),True,Correct
15598,0,One-time Buyer,0.16103183,0,One-time Buyer,0.83896816,240.68,14,14,0.5914,0.7508,10,October,320,2,0,1,United Kingdom,0.6548,0.3464,2.56,40.12,38.53,Aug-Sep,Low,Very High Risk,Medium ($200-$400),True,Correct
15599,1,Repeat Buyer,0.6644518,1,Repeat Buyer,0.33554822,448.83,29,29,0.6822,0.8889,5,May,169,5,0,1,United Kingdom,0.6548,0.6937,2.31,74.91,71.94,Apr-May,High,Medium Risk,Large ($400-$800),True,Correct
15601,1,Repeat Buyer,0.98495597,1,Repeat Buyer,0.0150440335,768.38,48,48,0.7436,1.0,12,December,1,5,0,1,United Kingdom,0.6548,0.8369,1.72,89.76,87.66,Dec-Jan,High,Low Risk,Large ($400-$800),True,Correct
15602,1,Repeat Buyer,0.88676924,1,Repeat Buyer,0.113230765,92.55,3,3,0.7607,0.825,12,December,5,2,0,1,United Kingdom,0.6548,0.8369,3.05,6.59,6.09,Dec-Jan,Very High,Low Risk,Small (<$200),True,Correct
15603,0,One-time Buyer,0.22951563,0,One-time Buyer,0.7704844,48.48,2,2,0.6971,0.7692,9,September,295,5,0,1,United Kingdom,0.6548,0.4749,0.51,2.24,3.69,Aug-Sep,High,Very High Risk,Small (<$200),True,Correct
15604,0,One-time Buyer,0.119953156,0,One-time Buyer,0.88004684,216.39,17,17,0.5416,0.75,10,October,321,3,0,1,United Kingdom,0.6548,0.3464,1.54,35.46,48.28,Aug-Sep,Low,Very High Risk,Medium ($200-$400),True,Correct
15605,1,Repeat Buyer,0.93446237,1,Repeat Buyer,0.06553763,194.85,12,12,0.744,0.9667,12,December,0,4,0,1,United Kingdom,0.6548,0.8369,4.85,30.55,32.9,Dec-Jan,High,Low Risk,Small (<$200),True,Correct
15606,1,Repeat Buyer,0.8201284,1,Repeat Buyer,0.17987162,305.6,10,10,0.7426,0.878,1,January,49,4,0,1,United Kingdom,0.6548,0.8153,4.87,51.83,26.47,Dec-Jan,High,Low Risk,Medium ($200-$400),True,Correct
15607,0,One-time Buyer,0.32059067,0,One-time Buyer,0.6794093,104.76,13,13,0.6643,0.8372,1,January,37,6,0,1,United Kingdom,0.6548,0.8153,1.18,8.69,35.79,Dec-Jan,Medium,High Risk,Small (<$200),True,Correct
15608,1,Repeat Buyer,0.5724032,1,Repeat Buyer,0.4275968,285.68,18,18,0.6644,0.8372,8,August,253,5,0,1,United Kingdom,0.6548,0.5444,2.06,46.88,50.7,Aug-Sep,Medium,Medium Risk,Medium ($200-$400),True,Correct
15609,0,One-time Buyer,0.62542576,1,Repeat Buyer,0.37457424,298.48,16,16,0.6825,0.8529,6,June,189,4,0,1,United Kingdom,0.6548,0.6405,4.45,48.97,44.94,Jun-Jul,High,Medium Risk,Medium ($200-$400),False,False Positive
15610,0,One-time Buyer,0.20389815,0,One-time Buyer,0.79610187,112.46,6,6,0.6649,0.7508,10,October,322,4,0,1,United Kingdom,0.6548,0.3464,1.87,10.93,14.43,Aug-Sep,Medium,Very High Risk,Small (<$200),True,Correct
15611,1,Repeat Buyer,0.550794,1,Repeat Buyer,0.449206,104.25,3,3,0.7091,0.7222,1,January,39,1,1,1,United Kingdom,0.6548,0.8153,6.92,8.65,6.09,Dec-Jan,High,Medium Risk,Small (<$200),True,Correct
15612,1,Repeat Buyer,0.45985407,0,One-time Buyer,0.54014593,69.65,3,3,0.6248,0.8229,10,October,312,1,1,1,United Kingdom,0.6548,0.3464,3.88,3.71,6.09,Aug-Sep,Medium,High Risk,Small (<$200),False,False Negative
15615,1,Repeat Buyer,0.9188528,1,Repeat Buyer,0.081147194,1048.64,23,23,0.7306,0.8451,12,December,14,4,0,1,United Kingdom,0.6548,0.8369,2.9,94.65,62.49,Dec-Jan,High,Low Risk,Very Large (>$800),True,Correct
15618,1,Repeat Buyer,0.27677238,0,One-time Buyer,0.7232276,222.83,12,12,0.6035,0.7609,7,July,237,3,0,1,United Kingdom,0.6548,0.6011,3.41,36.62,32.9,Jun-Jul,Medium,High Risk,Medium ($200-$400),False,False Negative
15619,0,One-time Buyer,0.084396034,0,One-time Buyer,0.915604,336.4,3,3,0.6307,0.6852,11,November,363,3,0,0,United Kingdom,0.6548,0.2601,4.42,60.43,6.09,Aug-Sep,Medium,Very High Risk,Medium ($200-$400),True,Correct
15620,1,Repeat Buyer,0.9799263,1,Repeat Buyer,0.020073712,424.49,31,31,0.7081,1.0,12,December,15,5,0,1,United Kingdom,0.6548,0.8369,1.98,72.58,75.44,Dec-Jan,High,Low Risk,Large ($400-$800),True,Correct
15621,1,Repeat Buyer,0.29407164,0,One-time Buyer,0.7059283,563.28,3,3,0.7241,0.7487,11,November,352,6,0,1,United Kingdom,0.6548,0.2601,2.8,82.59,6.09,Aug-Sep,High,High Risk,Large ($400-$800),False,False Negative
15622,1,Repeat Buyer,0.79206455,1,Repeat Buyer,0.20793545,576.0,29,29,0.7509,0.807,3,March,91,4,0,1,United Kingdom,0.6548,0.7212,5.04,83.03,71.94,Feb-Mar,Very High,Low Risk,Large ($400-$800),True,Correct
15623,0,One-time Buyer,0.33516833,0,One-time Buyer,0.66483164,301.03,19,19,0.6526,0.7681,7,July,232,5,0,1,United Kingdom,0.6548,0.6011,4.29,49.97,53.01,Jun-Jul,Medium,High Risk,Medium ($200-$400),True,Correct
15624,1,Repeat Buyer,0.56777126,1,Repeat Buyer,0.43222874,183.9,10,10,0.7432,0.84,3,March,117,2,0,1,United Kingdom,0.6548,0.7212,5.93,28.55,26.47,Feb-Mar,High,Medium Risk,Small (<$200),True,Correct
15625,1,Repeat Buyer,0.553947,1,Repeat Buyer,0.44605303,695.33,36,36,0.6977,0.8933,4,April,138,2,0,1,United Kingdom,0.6548,0.6667,1.7,87.69,79.92,Apr-May,High,Medium Risk,Large ($400-$800),True,Correct
15626,1,Repeat Buyer,0.90519786,1,Repeat Buyer,0.09480214,281.88,20,20,0.7223,0.9286,1,January,44,6,0,1,United Kingdom,0.6548,0.8153,2.08,46.32,55.8,Dec-Jan,High,Low Risk,Medium ($200-$400),True,Correct
15628,1,Repeat Buyer,0.9461395,1,Repeat Buyer,0.053860486,319.18,19,19,0.7241,0.8983,12,December,7,4,0,1,United Kingdom,0.6548,0.8369,1.47,56.91,53.01,Dec-Jan,High,Low Risk,Medium ($200-$400),True,Correct
15630,1,Repeat Buyer,0.72189605,1,Repeat Buyer,0.27810395,396.86,21,21,0.6853,0.9,5,May,169,5,0,1,United Kingdom,0.6548,0.6937,3.3,69.52,58.45,Apr-May,High,Medium Risk,Medium ($200-$400),True,Correct
15632,1,Repeat Buyer,0.9351193,1,Repeat Buyer,0.06488073,394.63,26,26,0.741,0.925,3,March,99,5,0,0,United Kingdom,0.6548,0.7212,2.51,69.33,67.6,Feb-Mar,High,Low Risk,Medium ($200-$400),True,Correct
15634,0,One-time Buyer,0.05873946,0,One-time Buyer,0.9412605,243.55,15,15,0.4098,0.6379,11,November,356,3,0,1,United Kingdom,0.6548,0.2601,3.73,40.65,41.73,Aug-Sep,Low,Very High Risk,Medium ($200-$400),True,Correct
15636,1,Repeat Buyer,0.72576076,1,Repeat Buyer,0.27423924,306.7,8,8,0.7298,0.8065,3,March,91,4,0,1,United Kingdom,0.6548,0.7212,4.35,52.25,20.38,Feb-Mar,High,Medium Risk,Medium ($200-$400),True,Correct
15637,0,One-time Buyer,0.12925509,0,One-time Buyer,0.87074494,223.36,15,15,0.5657,0.7559,10,October,321,3,0,0,United Kingdom,0.6548,0.3464,3.03,36.75,41.73,Aug-Sep,Low,Very High Risk,Medium ($200-$400),True,Correct
15639,0,One-time Buyer,0.33908427,0,One-time Buyer,0.66091573,425.32,25,25,0.6526,0.807,7,July,239,5,0,1,United Kingdom,0.6548,0.6011,4.31,72.68,66.59,Jun-Jul,Medium,High Risk,Large ($400-$800),True,Correct
15640,1,Repeat Buyer,0.78168577,1,Repeat Buyer,0.21831423,333.72,7,7,0.7001,0.7615,12,December,1,5,0,1,United Kingdom,0.6548,0.8369,1.83,59.83,17.32,Dec-Jan,High,Low Risk,Medium ($200-$400),True,Correct
15641,1,Repeat Buyer,0.9387483,1,Repeat Buyer,0.0612517,308.37,20,20,0.7399,0.8667,12,December,14,4,0,1,United Kingdom,0.6548,0.8369,2.04,53.01,55.8,Dec-Jan,High,Low Risk,Medium ($200-$400),True,Correct
15643,1,Repeat Buyer,0.8754645,1,Repeat Buyer,0.1245355,337.1,23,23,0.767,0.8667,3,March,91,4,0,1,United Kingdom,0.6548,0.7212,5.25,60.62,62.49,Feb-Mar,Very High,Low Risk,Medium ($200-$400),True,Correct
15644,1,Repeat Buyer,0.9784534,1,Repeat Buyer,0.021546602,202.22,55,55,0.739,1.0,3,March,112,4,0,1,United Kingdom,0.6548,0.7212,1.89,32.28,91.1,Feb-Mar,High,Low Risk,Medium ($200-$400),True,Correct
15645,0,One-time Buyer,0.03996367,0,One-time Buyer,0.96003634,612.01,52,50,0.5369,0.7586,11,November,355,2,0,1,United Kingdom,0.6548,0.2601,2.95,84.69,89.42,Aug-Sep,Low,Very High Risk,Large ($400-$800),True,Correct
15646,1,Repeat Buyer,0.9575419,1,Repeat Buyer,0.042458117,189.8,17,17,0.6643,1.0,12,December,1,5,0,1,United Kingdom,0.6548,0.8369,1.39,29.61,48.28,Dec-Jan,Medium,Low Risk,Small (<$200),True,Correct
15648,1,Repeat Buyer,0.73430955,1,Repeat Buyer,0.26569045,316.85,12,11,0.7494,0.8182,3,March,106,5,0,0,United Kingdom,0.6548,0.7212,4.43,56.19,32.9,Feb-Mar,High,Medium Risk,Medium ($200-$400),True,Correct
15649,1,Repeat Buyer,0.85772973,1,Repeat Buyer,0.14227027,510.0,1,1,0.7419,0.7419,12,December,6,3,0,1,United Kingdom,0.6548,0.8369,4.25,79.59,0.0,Dec-Jan,High,Low Risk,Large ($400-$800),True,Correct
15651,1,Repeat Buyer,0.6573794,1,Repeat Buyer,0.3426206,227.32,16,16,0.7044,0.9091,3,March,113,5,0,0,United Kingdom,0.6548,0.7212,1.74,37.79,44.94,Feb-Mar,High,Medium Risk,Medium ($200-$400),True,Correct
15652,0,One-time Buyer,0.20861077,0,One-time Buyer,0.7913892,337.74,21,21,0.5516,0.7698,9,September,282,6,0,1,United Kingdom,0.6548,0.4749,3.85,60.76,58.45,Aug-Sep,Low,Very High Risk,Medium ($200-$400),True,Correct
15653,1,Repeat Buyer,0.3320654,0,One-time Buyer,0.6679346,48.0,4,4,0.5576,0.6,8,August,258,3,0,1,United Kingdom,0.6548,0.5444,1.0,2.19,8.81,Aug-Sep,Low,High Risk,Small (<$200),False,False Negative
15654,1,Repeat Buyer,0.12441149,0,One-time Buyer,0.87558854,595.02,9,9,0.6221,0.7941,11,November,347,1,1,1,United Kingdom,0.6548,0.2601,2.08,83.95,23.31,Aug-Sep,Medium,Very High Risk,Large ($400-$800),False,False Negative
15655,0,One-time Buyer,0.9434902,1,Repeat Buyer,0.056509793,560.67,34,34,0.754,0.8983,4,April,130,1,1,1,United Kingdom,0.6548,0.6667,3.09,82.48,78.3,Apr-May,Very High,Low Risk,Large ($400-$800),False,False Positive
15656,1,Repeat Buyer,0.39235213,0,One-time Buyer,0.6076479,242.95,15,15,0.7083,0.7835,2,February,89,2,0,1,United Kingdom,0.6548,0.7711,4.84,40.49,41.73,Feb-Mar,High,High Risk,Medium ($200-$400),False,False Negative
15657,0,One-time Buyer,0.15372027,0,One-time Buyer,0.84627974,30.0,1,1,0.6943,0.6943,11,November,351,5,0,1,United Kingdom,0.6548,0.2601,1.25,0.99,0.0,Aug-Sep,High,Very High Risk,Small (<$200),True,Correct
15658,1,Repeat Buyer,0.8289032,1,Repeat Buyer,0.1710968,306.2,14,14,0.7282,0.875,12,December,1,5,0,1,United Kingdom,0.6548,0.8369,7.19,52.09,38.53,Dec-Jan,High,Low Risk,Medium ($200-$400),True,Correct
15659,0,One-time Buyer,0.30819067,0,One-time Buyer,0.6918093,306.45,11,11,0.6587,0.8298,10,October,330,5,0,1,United Kingdom,0.6548,0.3464,5.46,52.16,29.49,Aug-Sep,Medium,High Risk,Medium ($200-$400),True,Correct
15660,1,Repeat Buyer,0.7539736,1,Repeat Buyer,0.2460264,209.3,10,10,0.7077,0.7952,12,December,8,5,0,1,United Kingdom,0.6548,0.8369,2.77,33.85,26.47,Dec-Jan,High,Low Risk,Medium ($200-$400),True,Correct
15661,1,Repeat Buyer,0.6855042,1,Repeat Buyer,0.3144958,116.0,1,1,0.7167,0.7167,1,January,35,4,0,1,United Kingdom,0.6548,0.8153,1.45,12.31,0.0,Dec-Jan,High,Medium Risk,Small (<$200),True,Correct
15663,0,One-time Buyer,0.254134,0,One-time Buyer,0.745866,138.14,9,9,0.5589,0.8214,8,August,267,5,0,1,United Kingdom,0.6548,0.5444,2.51,17.62,23.31,Aug-Sep,Low,High Risk,Small (<$200),True,Correct
15664,0,One-time Buyer,0.46555492,0,One-time Buyer,0.53444505,386.43,17,17,0.6701,0.8537,10,October,323,5,0,1,United Kingdom,0.6548,0.3464,4.17,68.2,48.28,Aug-Sep,Medium,High Risk,Medium ($200-$400),True,Correct
15665,1,Repeat Buyer,0.9241457,1,Repeat Buyer,0.0758543,1476.22,77,76,0.743,0.9286,4,April,130,1,1,1,United Kingdom,0.6548,0.6667,1.88,97.09,96.47,Apr-May,High,Low Risk,Very Large (>$800),True,Correct
15667,0,One-time Buyer,0.13650192,0,One-time Buyer,0.8634981,301.32,13,13,0.5125,0.7568,10,October,334,2,0,1,United Kingdom,0.6548,0.3464,1.56,50.13,35.79,Aug-Sep,Low,Very High Risk,Medium ($200-$400),True,Correct
15668,0,One-time Buyer,0.2148672,0,One-time Buyer,0.78513277,76.32,1,1,0.6,0.6,5,May,156,6,0,1,United Kingdom,0.6548,0.6937,1.06,4.57,0.0,Apr-May,Low,Very High Risk,Small (<$200),True,Correct
