CustomerID,target,days_to_second_purchase,order_value,num_items,num_unique_products,total_quantity,avg_item_price,product_diversity_ratio,order_complexity_score,day_of_week,month,hour,is_weekend,is_business_hours,days_from_start,Country,country_repeat_rate,month_repeat_rate,basket_repeat_score,best_product_repeat_score,products_with_history_count,order_value_percentile,num_items_percentile
15680,1,325,478.89,30,30,331,2.18,1,1.8793,4,12,14,0,1,7,United Kingdom,0.6548,0.8369,0.7098,0.9091,30,77.27,73.92
15681,1,97,345.68,17,17,256,1.4,1,0.836,6,3,13,0,1,93,United Kingdom,0.6548,0.7212,0.7088,0.84,17,62.09,48.28
15683,0,,193.75,10,10,131,2.16,1,0.5161,1,8,12,1,1,256,United Kingdom,0.6548,0.5444,0.6385,0.7365,10,30.41,26.47
15687,1,18,353.5,22,22,176,3.33,1,1.3692,5,1,15,0,1,43,United Kingdom,0.6548,0.8153,0.7292,0.8382,22,63.45,60.69
15689,1,241,103.5,6,6,56,2.67,1,0.3478,2,12,9,0,1,12,United Kingdom,0.6548,0.8369,0.8515,1,6,8.51,14.43
15690,1,96,111,8,8,204,0.61,1,0.5766,4,8,11,0,1,273,United Kingdom,0.6548,0.5444,0.6416,0.8125,8,10.42,20.38
15691,0,,136.8,2,2,72,1.9,1,0.0292,6,4,15,0,1,121,United Kingdom,0.6548,0.6667,0.6477,0.6763,2,17.25,3.69
15692,0,,191.04,12,12,138,1.9,1,0.7538,6,11,14,0,1,345,United Kingdom,0.6548,0.2601,0.5689,0.7826,12,29.91,32.9
15694,1,7,306.4,6,6,80,5.36,1,0.1175,5,12,7,0,0,1,United Kingdom,0.6548,0.8369,0.7252,0.8045,6,52.13,14.43
15695,1,0,359.73,19,19,197,2.77,1,1.0035,6,3,8,0,0,107,United Kingdom,0.6548,0.7212,0.7405,0.8916,19,64.61,53.01
15696,1,10,493.45,31,31,249,3.16,1,1.9475,2,1,11,0,1,47,United Kingdom,0.6548,0.8153,0.7719,0.9167,31,78.44,75.44
15699,0,,309.65,18,18,113,6.18,1,1.0463,3,11,8,0,0,356,United Kingdom,0.6548,0.2601,0.6222,0.8065,16,53.75,50.7
15700,1,1,692.78,85,84,355,2.95,0.9882,10.3063,1,6,15,1,1,200,United Kingdom,0.6548,0.6405,0.6853,0.9,85,87.62,97.28
15701,1,36,857,127,119,479,3.2,0.937,17.6348,1,8,12,1,1,263,United Kingdom,0.6548,0.5444,0.6459,0.8182,124,91.75,99.22
15703,0,,211.5,5,5,66,2.93,1,0.1182,1,3,10,1,1,109,United Kingdom,0.6548,0.7212,0.7733,0.84,5,34.31,11.04
15704,1,28,938.85,47,45,407,3.65,0.9574,2.2528,1,5,12,1,1,158,United Kingdom,0.6548,0.6937,0.7144,0.8718,47,93.08,87.27
15705,0,,143.1,6,6,62,6.05,1,0.2516,1,5,15,1,1,172,United Kingdom,0.6548,0.6937,0.7381,0.7952,6,18.84,14.43
15706,1,40,450.05,29,29,160,4.56,1,1.8687,2,8,14,0,1,257,United Kingdom,0.6548,0.5444,0.637,0.7687,29,75.17,71.94
15707,1,22,166.78,43,41,81,2.75,0.9535,10.5708,4,9,14,0,1,287,United Kingdom,0.6548,0.4749,0.6848,0.8098,42,24.95,85.15
15708,1,35,350.68,42,31,158,3.87,0.7381,3.7128,1,12,11,1,1,4,United Kingdom,0.6548,0.8369,0.7503,1,42,62.95,84.48
15709,0,,133.25,6,6,121,2.42,1,0.2702,3,3,10,0,1,90,United Kingdom,0.6548,0.7212,0.6572,0.7682,6,16.37,14.43
15712,1,104,299.8,18,18,109,3.84,1,1.0807,6,2,11,0,1,86,United Kingdom,0.6548,0.7711,0.7413,0.8933,18,49.25,50.7
15713,1,222,171.15,9,9,59,6.29,1,0.4733,4,12,15,0,1,7,United Kingdom,0.6548,0.8369,0.727,0.875,9,25.96,23.31
15714,1,66,132.48,5,5,66,2,1,0.1887,6,9,11,0,1,296,United Kingdom,0.6548,0.4749,0.6299,0.7886,5,16.19,11.04
15716,1,112,547.1,38,35,435,2.5,0.9211,2.431,1,12,12,1,1,4,United Kingdom,0.6548,0.8369,0.6649,0.8667,38,81.58,81.19
15717,0,,150.3,7,7,70,2.47,1,0.326,3,4,13,0,1,139,United Kingdom,0.6548,0.6667,0.7082,0.8053,7,20.24,17.32
15719,1,28,433.04,104,104,224,2.2,1,24.9769,5,1,12,0,1,36,United Kingdom,0.6548,0.8153,0.7352,0.8936,104,73.6,98.64
15720,0,,598.73,128,128,281,2.47,1,27.3646,3,11,14,0,1,349,United Kingdom,0.6548,0.2601,0.5339,0.8421,123,84.07,99.29
15721,0,,507.08,91,80,409,2.06,0.8791,14.3567,2,11,12,0,1,362,United Kingdom,0.6548,0.2601,0.602,0.8229,84,79.32,97.9
15722,1,102,324.05,11,10,112,4.8,0.9091,0.3395,3,2,12,0,1,83,United Kingdom,0.6548,0.7711,0.7671,0.8182,9,58.15,29.49
15723,0,,203.1,41,37,87,2.59,0.9024,7.4692,6,12,11,0,1,9,United Kingdom,0.6548,0.8369,0.6364,0.84,41,32.46,83.68
15724,1,83,103.65,5,5,31,3.91,1,0.2412,2,2,10,0,1,89,United Kingdom,0.6548,0.7711,0.7624,0.8125,5,8.53,11.04
15725,0,,415.25,32,32,221,2.65,1,2.466,5,11,14,0,1,358,United Kingdom,0.6548,0.2601,0.5997,0.8,32,71.71,76.55
15727,1,27,1536.85,67,65,537,6.81,0.9701,2.8337,4,12,15,0,1,14,United Kingdom,0.6548,0.8369,0.7101,0.9012,67,97.3,94.6
15729,0,,85,5,5,28,3.75,1,0.2941,4,5,12,0,1,161,United Kingdom,0.6548,0.6937,0.6825,0.75,5,5.53,11.04
15730,1,114,467.43,29,29,314,3.07,1,1.7992,3,5,12,0,1,167,United Kingdom,0.6548,0.6937,0.7008,0.8983,29,76.6,71.94
15732,1,159,138.1,5,5,97,1.84,1,0.181,5,12,15,0,1,1,United Kingdom,0.6548,0.8369,0.707,0.7685,5,17.59,11.04
15733,0,,162.3,10,10,62,4.35,1,0.6161,4,3,9,0,1,91,United Kingdom,0.6548,0.7212,0.6824,0.7703,10,23.61,26.47
15734,1,85,578.65,11,11,133,4.93,1,0.2091,2,5,14,0,1,173,United Kingdom,0.6548,0.6937,0.6706,0.8,11,83.1,29.49
15737,1,53,475.88,29,29,286,3.18,1,1.7673,2,4,10,0,1,131,United Kingdom,0.6548,0.6667,0.7401,0.9167,29,77.03,71.94
15738,1,46,329.65,14,14,255,1.85,1,0.5946,5,12,12,0,1,1,United Kingdom,0.6548,0.8369,0.7373,0.85,14,59.17,38.53
15739,0,,449.12,8,8,472,2.52,1,0.1425,3,10,13,0,1,307,United Kingdom,0.6548,0.3464,0.422,0.6429,8,74.94,20.38
15740,0,,154.88,9,9,152,2.47,1,0.523,6,10,14,0,1,324,United Kingdom,0.6548,0.3464,0.3812,0.7106,9,21.31,23.31
15743,1,71,322.55,18,18,91,5.58,1,1.0045,4,6,10,0,1,189,United Kingdom,0.6548,0.6405,0.6942,0.8537,18,57.78,50.7
15744,0,,34.8,3,3,120,0.29,1,0.2586,6,9,9,0,1,296,United Kingdom,0.6548,0.4749,0.3959,0.4158,3,1.25,6.09
15745,1,162,302.85,18,18,127,4.43,1,1.0698,1,4,13,1,1,137,United Kingdom,0.6548,0.6667,0.7128,0.8182,18,50.63,50.7
15746,0,,196.88,28,28,178,1.48,1,3.9821,5,7,15,0,1,239,United Kingdom,0.6548,0.6011,0.612,0.8333,26,30.92,70.39
15747,1,52,242.65,19,19,132,2.48,1,1.4877,2,6,11,0,1,201,United Kingdom,0.6548,0.6405,0.7194,0.8451,19,40.44,53.01
15748,0,,149.31,21,19,51,3.74,0.9048,2.6723,1,10,12,1,1,333,United Kingdom,0.6548,0.3464,0.5337,0.8182,19,20.01,58.45
15749,1,0,15160.9,3,3,7044,2.17,1,0.0006,3,1,12,0,1,41,United Kingdom,0.6548,0.8153,0.6491,0.712,3,99.98,6.09
15750,1,0,301.52,17,17,288,1.95,1,0.9585,4,12,10,0,1,7,United Kingdom,0.6548,0.8369,0.6914,0.8913,17,50.17,48.28
15752,1,95,259.65,14,14,153,1.89,1,0.7549,5,12,9,0,1,1,United Kingdom,0.6548,0.8369,0.6681,0.8125,13,43.35,38.53
15753,0,,79.2,1,1,144,0.55,1,0.0126,3,2,12,0,1,69,United Kingdom,0.6548,0.7711,0.7396,0.7396,1,4.96,0
15754,1,172,91.8,6,6,36,2.93,1,0.3922,5,4,12,0,1,127,United Kingdom,0.6548,0.6667,0.7699,0.8846,6,6.43,14.43
15755,1,59,314.68,19,19,198,2.95,1,1.1472,6,2,11,0,1,79,United Kingdom,0.6548,0.7711,0.748,0.9231,19,55.66,53.01
15756,1,36,123.59,39,39,45,2.94,1,12.3068,2,4,14,0,1,124,United Kingdom,0.6548,0.6667,0.7124,0.9167,38,14.32,81.97
15757,1,152,261.36,16,16,167,3.13,1,0.9795,6,5,11,0,1,156,United Kingdom,0.6548,0.6937,0.7134,0.8537,15,43.49,44.94
15758,0,,205.25,9,9,47,4.43,1,0.3946,3,11,10,0,1,349,United Kingdom,0.6548,0.2601,0.6501,0.7672,9,33.09,23.31
15759,1,61,97.24,4,4,32,4.39,1,0.1645,5,12,15,0,1,15,United Kingdom,0.6548,0.8369,0.6762,0.7534,4,7.1,8.81
15762,1,12,315.31,22,22,147,4.38,1,1.535,6,9,15,0,1,296,United Kingdom,0.6548,0.4749,0.6291,0.7978,22,55.85,60.69
15763,1,45,522.49,33,33,187,5.26,1,2.0843,6,9,12,0,1,296,United Kingdom,0.6548,0.4749,0.6242,0.814,33,80.38,77.63
15764,1,92,1120.93,59,59,623,3.31,1,3.1055,3,3,9,0,1,97,United Kingdom,0.6548,0.7212,0.7327,0.878,59,95.3,92.51
15766,0,,315.06,11,11,170,3.21,1,0.3841,5,10,17,0,1,309,United Kingdom,0.6548,0.3464,0.6511,0.7143,11,55.78,29.49
15768,1,22,354.35,10,10,101,15.06,1,0.2822,5,4,9,0,1,148,United Kingdom,0.6548,0.6667,0.7794,1,10,63.59,26.47
15769,1,32,91.8,1,1,36,2.55,1,0.0109,6,12,15,0,1,2,United Kingdom,0.6548,0.8369,0.7059,0.7059,1,6.43,0
15773,0,,635.68,10,10,311,1.33,1,0.1573,1,12,12,1,1,368,United Kingdom,0.6548,0.8369,0.6078,0.7552,10,85.75,26.47
15774,0,,270.8,25,25,87,4.8,1,2.308,1,10,12,1,1,305,United Kingdom,0.6548,0.3464,0.5082,0.733,19,44.75,66.59
15775,0,,104.9,7,7,68,2.47,1,0.4671,6,4,12,0,1,128,United Kingdom,0.6548,0.6667,0.7284,0.8529,7,8.74,17.32
15776,0,,241.62,18,18,138,4.18,1,1.3409,6,7,13,0,1,240,United Kingdom,0.6548,0.6011,0.6394,0.8182,18,40.24,50.7
15777,1,43,365.55,5,5,113,3.96,1,0.0684,2,12,16,0,1,12,United Kingdom,0.6548,0.8369,0.7278,0.9286,5,65.39,11.04
15780,1,114,177.15,12,12,65,5.06,1,0.8129,6,12,11,0,1,16,United Kingdom,0.6548,0.8369,0.7468,0.8727,12,27.07,32.9
15781,1,168,83.35,5,5,29,6.71,1,0.2999,2,2,9,0,1,68,United Kingdom,0.6548,0.7711,0.7623,0.8378,5,5.4,11.04
15782,1,39,1638.34,21,21,644,5.05,1,0.2692,1,9,14,1,1,284,United Kingdom,0.6548,0.4749,0.577,0.8229,21,97.81,58.45
15783,0,,246.3,14,14,212,3.44,1,0.7958,3,11,9,0,1,363,United Kingdom,0.6548,0.2601,0.4946,0.7013,12,41.16,38.53
15785,1,98,928.58,29,29,557,2.77,1,0.9057,5,2,14,0,1,78,United Kingdom,0.6548,0.7711,0.7288,0.881,29,92.94,71.94
15786,1,68,3160.84,166,165,2310,2.29,0.994,8.6654,4,8,13,0,1,259,United Kingdom,0.6548,0.5444,0.6959,0.8696,166,99.45,99.79
15787,1,35,492.05,84,78,286,2.51,0.9286,13.3157,1,10,13,1,1,312,United Kingdom,0.6548,0.3464,0.6438,1,84,78.33,97.19
15789,0,,351.3,25,25,438,1,1,1.7791,5,12,14,0,1,15,United Kingdom,0.6548,0.8369,0.687,0.8511,25,63.09,66.59
15790,0,,220.85,35,34,114,3.42,0.9714,5.3883,3,11,14,0,1,363,United Kingdom,0.6548,0.2601,0.604,0.8182,34,36.32,79.13
15791,1,160,1223.24,54,54,558,3.41,1,2.3838,5,5,15,0,1,169,United Kingdom,0.6548,0.6937,0.6997,0.8846,54,96.08,90.5
15793,1,229,306.64,3,3,192,1.77,1,0.0294,4,3,10,0,1,105,United Kingdom,0.6548,0.7212,0.6711,0.712,3,52.23,6.09
15795,0,,610.01,42,42,581,3.06,1,2.8918,4,7,10,0,1,224,United Kingdom,0.6548,0.6011,0.6485,0.9,42,84.53,84.48
15796,1,86,343.92,19,19,124,3.46,1,1.0497,5,2,15,0,1,71,United Kingdom,0.6548,0.7711,0.7312,0.8182,19,61.7,53.01
15797,1,14,15,1,1,1,15,1,0.0667,2,1,15,0,1,54,United Kingdom,0.6548,0.8153,0.5806,0.5806,1,0.37,0
15799,1,149,320.22,22,22,181,4.5,1,1.5115,1,1,15,1,1,39,United Kingdom,0.6548,0.8153,0.7511,1,19,57.16,60.69
15800,1,139,244.5,14,14,108,4.7,1,0.8016,5,4,12,0,1,127,United Kingdom,0.6548,0.6667,0.6957,0.8372,14,40.93,38.53
15801,1,49,137.22,9,9,70,2.61,1,0.5903,2,8,9,0,1,264,United Kingdom,0.6548,0.5444,0.6119,0.8333,9,17.32,23.31
15802,0,,451.42,1,1,1,451.42,1,0.0022,4,7,11,0,1,231,United Kingdom,0.6548,0.6011,0.5806,0.5806,1,75.31,0
15803,0,,415.82,8,8,290,1.75,1,0.1539,4,10,14,0,1,322,United Kingdom,0.6548,0.3464,0.5874,0.7115,8,71.78,20.38
15804,1,28,525.36,34,34,314,4.06,1,2.2004,4,5,10,0,1,175,United Kingdom,0.6548,0.6937,0.663,1,34,80.61,78.3
15805,1,76,370.8,11,11,212,1.97,1,0.3263,6,12,9,0,1,9,United Kingdom,0.6548,0.8369,0.7067,0.8983,10,65.94,29.49
15806,1,119,300.36,16,16,274,1.72,1,0.8523,3,3,9,0,1,97,United Kingdom,0.6548,0.7212,0.6767,0.791,16,49.5,44.94
15807,1,26,635.6,40,40,380,1.96,1,2.5173,6,9,14,0,1,296,United Kingdom,0.6548,0.4749,0.6157,0.807,40,85.7,82.73
15808,1,8,1021.45,64,54,355,3.1,0.8438,3.3834,1,12,13,1,1,4,United Kingdom,0.6548,0.8369,0.725,0.9333,64,94.26,93.71
15809,1,46,198.8,13,13,112,3.76,1,0.8501,5,2,11,0,1,71,United Kingdom,0.6548,0.7711,0.7273,0.8462,13,31.57,35.79
15810,1,64,377.32,26,26,250,1.77,1,1.7916,4,2,9,0,1,77,United Kingdom,0.6548,0.7711,0.7397,0.8028,26,67.03,67.6
15811,1,7,289.85,16,16,95,3.69,1,0.8832,5,12,15,0,1,8,United Kingdom,0.6548,0.8369,0.8047,0.925,16,47.5,44.94
15812,1,63,244.8,2,2,64,4.25,1,0.0163,4,1,12,0,1,56,United Kingdom,0.6548,0.8153,0.7494,0.84,2,41,3.69
15813,1,31,770.65,29,29,369,3.55,1,1.0913,5,4,9,0,1,134,United Kingdom,0.6548,0.6667,0.7364,0.806,29,89.85,71.94
15814,1,0,599.42,24,24,554,1.87,1,0.9609,5,10,9,0,1,323,United Kingdom,0.6548,0.3464,0.5545,0.7714,24,84.11,64.63
15815,1,14,427,10,10,252,3.3,1,0.2342,6,3,8,0,0,114,United Kingdom,0.6548,0.7212,0.6504,0.7023,10,72.86,26.47
15819,1,77,639.64,41,41,522,1.89,1,2.628,3,3,9,0,1,97,United Kingdom,0.6548,0.7212,0.7068,0.9286,41,85.87,83.68
15820,0,,206.98,17,17,128,2.25,1,1.3963,2,1,12,0,1,54,United Kingdom,0.6548,0.8153,0.7267,0.9,17,33.43,48.28
15821,1,17,254.18,34,34,94,3.76,1,4.548,1,10,13,1,1,312,United Kingdom,0.6548,0.3464,0.5904,0.8014,34,42.45,78.3
15822,1,356,440.2,16,16,160,4.01,1,0.5816,4,12,13,0,1,14,United Kingdom,0.6548,0.8369,0.7302,0.9,16,74.2,44.94
15823,0,,15,1,1,1,15,1,0.0667,5,12,15,0,1,1,United Kingdom,0.6548,0.8369,0.5,0.5,0,0.37,0
15825,0,,532.94,20,20,220,8.84,1,0.7506,2,6,13,0,1,201,United Kingdom,0.6548,0.6405,0.6018,0.875,15,80.89,55.8
15826,1,154,720,28,28,488,2.61,1,1.0889,6,5,10,0,1,163,United Kingdom,0.6548,0.6937,0.7137,0.8913,28,88.26,70.39
15827,1,0,98.18,7,7,42,6.16,1,0.4991,5,12,13,0,1,1,United Kingdom,0.6548,0.8369,0.7858,0.9,7,7.36,17.32
15829,1,41,325.44,26,26,420,1.46,1,2.0772,6,7,10,0,1,233,United Kingdom,0.6548,0.6011,0.6499,0.9091,26,58.31,67.6
15830,0,,576,39,39,415,2.91,1,2.6406,4,11,10,0,1,336,United Kingdom,0.6548,0.2601,0.5836,0.8045,39,83.05,81.97
15831,1,199,309.94,17,17,308,1.41,1,0.9324,4,1,14,0,1,49,United Kingdom,0.6548,0.8153,0.7056,0.7978,17,53.77,48.28
15832,0,,836.79,54,54,465,2.31,1,3.4847,4,3,15,0,1,119,United Kingdom,0.6548,0.7212,0.7154,0.8421,53,91.19,90.5
15834,1,0,1031.37,164,149,408,3.32,0.9085,23.6928,2,3,17,0,1,96,United Kingdom,0.6548,0.7212,0.7239,1,157,94.4,99.75
15835,1,70,301.11,15,15,155,3.31,1,0.7472,5,1,10,0,1,43,United Kingdom,0.6548,0.8153,0.7438,0.925,15,49.99,41.73
15836,0,,137.37,10,10,26,9.24,1,0.728,5,10,17,0,1,323,United Kingdom,0.6548,0.3464,0.6157,0.7452,10,17.34,26.47
15837,0,,391.98,24,24,189,4.09,1,1.4695,5,10,9,0,1,309,United Kingdom,0.6548,0.3464,0.5145,0.7451,24,68.9,64.63
15838,1,56,957.5,3,3,550,1.78,1,0.0094,3,12,11,0,1,6,United Kingdom,0.6548,0.8369,0.7579,0.8028,3,93.43,6.09
15839,1,67,299.18,20,20,234,2.02,1,1.337,5,7,16,0,1,225,United Kingdom,0.6548,0.6011,0.7844,1,19,49.18,55.8
15840,1,113,241.74,17,17,256,1.95,1,1.1955,2,6,11,0,1,201,United Kingdom,0.6548,0.6405,0.6904,0.7952,17,40.26,48.28
15841,1,120,331.6,7,7,132,1.79,1,0.1478,4,1,11,0,1,35,United Kingdom,0.6548,0.8153,0.74,0.8182,7,59.49,17.32
15843,0,,118.95,8,8,27,7.14,1,0.538,4,2,10,0,1,70,United Kingdom,0.6548,0.7711,0.6513,0.7222,7,13.07,20.38
15844,0,,130.74,11,11,134,1.79,1,0.9255,2,10,15,0,1,327,United Kingdom,0.6548,0.3464,0.5682,0.7947,11,15.75,29.49
15845,1,49,303.36,13,13,208,1.45,1,0.5571,5,1,17,0,1,36,United Kingdom,0.6548,0.8153,0.7745,0.9333,13,50.84,35.79
15847,1,249,180.68,9,9,348,2.26,1,0.4483,5,2,16,0,1,85,United Kingdom,0.6548,0.7711,0.6842,0.8095,9,27.97,23.31
15850,1,148,118.88,47,41,242,1.04,0.8723,16.2096,6,6,14,0,1,205,United Kingdom,0.6548,0.6405,0.7079,1,46,13.05,87.27
15852,1,10,103.21,21,21,38,3.24,1,4.2728,5,5,13,0,1,176,United Kingdom,0.6548,0.6937,0.6752,0.7885,21,8.42,58.45
15853,0,,110.8,30,29,135,1.47,0.9667,7.852,4,10,10,0,1,322,United Kingdom,0.6548,0.3464,0.6145,0.7826,30,10.28,73.92
15854,1,32,230.1,15,15,92,3.96,1,0.9778,2,12,11,0,1,12,United Kingdom,0.6548,0.8369,0.7019,0.8333,15,38.37,41.73
15855,1,23,95.8,6,6,68,1.4,1,0.3758,2,3,12,0,1,110,United Kingdom,0.6548,0.7212,0.8159,0.9091,6,7.01,14.43
15856,1,8,1571.32,30,30,675,2.73,1,0.5728,5,12,13,0,1,8,United Kingdom,0.6548,0.8369,0.7241,0.9012,29,97.44,73.92
15857,0,,297,14,14,308,0.94,1,0.6599,2,11,12,0,1,355,United Kingdom,0.6548,0.2601,0.5621,0.7176,14,48.65,38.53
15858,1,77,383.93,44,44,199,3.31,1,5.0426,3,12,14,0,1,6,United Kingdom,0.6548,0.8369,0.6496,0.8636,44,67.88,85.7
15860,1,115,102.66,15,14,72,2.5,0.9333,2.0456,2,12,11,0,1,5,United Kingdom,0.6548,0.8369,0.6839,0.95,15,8.28,41.73
15861,1,0,474.19,66,64,321,1.99,0.9697,8.9078,5,3,20,0,0,106,United Kingdom,0.6548,0.7212,0.7209,0.8913,66,76.87,94.3
15862,1,169,354.23,64,64,124,3.24,1,11.5631,4,12,11,0,1,0,United Kingdom,0.6548,0.8369,0.7063,0.95,62,63.57,93.71
15863,1,167,9.2,2,2,2,4.6,1,0.4348,3,5,11,0,1,181,United Kingdom,0.6548,0.6937,0.7989,0.8378,2,0.23,3.69
15864,1,138,242.42,6,6,110,3.13,1,0.1485,5,1,16,0,1,57,United Kingdom,0.6548,0.8153,0.7459,0.8889,5,40.4,14.43
15865,1,124,313.93,16,16,178,5.01,1,0.8155,3,5,11,0,1,160,United Kingdom,0.6548,0.6937,0.7278,0.8537,16,55.36,44.94
15866,0,,230.53,45,43,126,3.87,0.9556,8.3937,3,8,14,0,1,272,United Kingdom,0.6548,0.5444,0.6502,0.9167,45,38.53,86.23
15867,1,8,112.9,29,28,47,2.67,0.9655,7.1922,1,12,14,1,1,4,United Kingdom,0.6548,0.8369,0.7353,1,28,11.16,71.94
15869,1,0,61.59,5,5,118,1.69,1,0.4059,2,3,17,0,1,96,United Kingdom,0.6548,0.7212,0.72,0.875,5,3.11,11.04
15870,0,,354.09,76,68,335,1.8,0.8947,14.5952,2,11,10,0,1,341,United Kingdom,0.6548,0.2601,0.6132,0.8095,73,63.52,96.13
15872,1,0,358.83,127,101,211,2.07,0.7953,35.7467,6,11,11,0,1,359,United Kingdom,0.6548,0.2601,0.6026,0.8916,122,64.51,99.22
15874,1,28,584.35,5,5,52,52.51,1,0.0428,2,2,13,0,1,89,United Kingdom,0.6548,0.7711,0.7555,0.8889,5,83.47,11.04
15877,1,16,242.26,109,104,175,1.61,0.9541,46.7927,3,11,11,0,1,356,United Kingdom,0.6548,0.2601,0.6261,0.9375,109,40.35,98.8
15880,0,,343.28,105,95,211,2.17,0.9048,29.0579,1,12,13,1,1,4,United Kingdom,0.6548,0.8369,0.6652,0.9333,102,61.61,98.66
15881,1,2,114.45,3,3,55,3.67,1,0.0786,6,12,13,0,1,9,United Kingdom,0.6548,0.8369,0.6982,0.8333,3,11.78,6.09
15882,1,0,270.52,14,14,116,2.03,1,0.7245,2,12,13,0,1,5,United Kingdom,0.6548,0.8369,0.7029,0.8,13,44.71,38.53
15883,1,31,143.76,20,20,72,3.24,1,2.7824,1,11,14,1,1,340,United Kingdom,0.6548,0.2601,0.6239,0.8229,20,18.98,55.8
15885,1,215,15,1,1,1,15,1,0.0667,5,2,15,0,1,64,United Kingdom,0.6548,0.7711,0.5806,0.5806,1,0.37,0
15886,0,,181.09,12,12,147,3,1,0.7952,2,10,14,0,1,313,United Kingdom,0.6548,0.3464,0.623,0.7778,11,28.06,32.9
15888,0,,168.31,12,11,76,2.46,0.9167,0.7843,3,9,12,0,1,293,United Kingdom,0.6548,0.4749,0.6492,0.7813,12,25.27,32.9
15889,1,212,297.92,66,57,149,2.95,0.8636,12.6276,1,12,15,1,1,4,United Kingdom,0.6548,0.8369,0.7013,1,56,48.79,94.3
15891,0,,524.52,62,60,442,2.65,0.9677,7.0922,4,4,12,0,1,147,United Kingdom,0.6548,0.6667,0.6624,0.8182,55,80.59,93.18
15894,1,115,156.74,38,32,115,2,0.8421,7.7581,1,12,14,1,1,4,United Kingdom,0.6548,0.8369,0.6849,0.9355,35,22.09,81.19
15895,0,,179.17,11,11,94,1.98,1,0.6753,4,7,10,0,1,224,United Kingdom,0.6548,0.6011,0.6045,0.7467,11,27.69,29.49
15897,1,0,119.71,6,6,145,1.33,1,0.3007,1,5,13,1,1,179,United Kingdom,0.6548,0.6937,0.6411,0.733,5,13.37,14.43
15898,1,1,382.69,59,55,210,2.87,0.9322,8.4794,2,12,11,0,1,5,United Kingdom,0.6548,0.8369,0.6982,1,58,67.7,92.51
15899,0,,56.25,4,4,39,4.13,1,0.2844,2,12,10,0,1,5,United Kingdom,0.6548,0.8369,0.6444,0.6667,3,2.77,8.81
15900,0,,351.11,51,44,221,2.03,0.8627,6.3912,4,11,12,0,1,350,United Kingdom,0.6548,0.2601,0.6071,0.8105,51,63.04,89
15901,1,77,110.49,24,24,209,2.12,1,5.2131,6,7,12,0,1,219,United Kingdom,0.6548,0.6011,0.6052,0.7826,23,10.1,64.63
15903,1,67,161.28,16,16,384,0.42,1,1.5873,5,2,14,0,1,78,United Kingdom,0.6548,0.7711,0.6796,0.8529,16,23.31,44.94
15904,0,,164.68,30,30,84,2.95,1,5.4651,5,12,14,0,1,365,United Kingdom,0.6548,0.8369,0.5482,0.7895,30,24.16,73.92
15906,1,0,341.93,28,28,92,3.77,1,2.2929,3,3,13,0,1,118,United Kingdom,0.6548,0.7212,0.7351,0.9355,28,61.42,70.39
15907,1,33,251.18,58,46,157,2.7,0.7931,10.6219,6,5,13,0,1,163,United Kingdom,0.6548,0.6937,0.7154,0.9167,58,41.87,92.09
15909,0,,191.94,7,7,98,1.86,1,0.2553,1,6,10,1,1,200,United Kingdom,0.6548,0.6405,0.6318,0.7143,7,30.04,17.32
15910,1,27,149.49,42,39,93,1.83,0.9286,10.9573,5,1,11,0,1,57,United Kingdom,0.6548,0.8153,0.7615,0.9286,41,20.08,84.48
15912,1,54,141.49,13,13,66,1.93,1,1.1944,4,4,17,0,1,140,United Kingdom,0.6548,0.6667,0.7539,1,11,18.38,35.79
15916,1,0,142.95,11,11,55,3.8,1,0.8464,4,12,13,0,1,7,United Kingdom,0.6548,0.8369,0.7076,0.8229,11,18.81,29.49
15917,0,,123.1,12,12,42,5.15,1,1.1698,4,4,10,0,1,126,United Kingdom,0.6548,0.6667,0.7047,0.8,12,14.16,32.9
15918,1,80,142,22,21,66,2.56,0.9545,3.2535,1,3,15,1,1,102,United Kingdom,0.6548,0.7212,0.7544,0.9487,22,18.56,60.69
15919,1,349,270.72,49,38,242,2.92,0.7755,6.878,2,12,11,0,1,5,United Kingdom,0.6548,0.8369,0.7038,0.8462,49,44.73,88.08
15920,1,0,35.33,11,11,21,1.96,1,3.4249,6,7,15,0,1,219,United Kingdom,0.6548,0.6011,0.6472,0.8182,11,1.29,29.49
15921,0,,336.03,25,24,166,3.79,0.96,1.7856,2,6,11,0,1,201,United Kingdom,0.6548,0.6405,0.6813,0.7753,25,60.32,66.59
15922,0,,369.5,11,11,138,4.41,1,0.3275,4,12,13,0,1,0,United Kingdom,0.6548,0.8369,0.6391,0.875,11,65.74,29.49
15923,0,,127.08,21,21,122,2.81,1,3.4703,5,12,12,0,1,1,United Kingdom,0.6548,0.8369,0.6808,0.9167,21,15.06,58.45
15925,0,,207.15,12,12,93,2.9,1,0.6951,1,5,15,1,1,179,United Kingdom,0.6548,0.6937,0.6868,0.7941,12,33.46,32.9
15930,0,,426.63,21,21,139,4.02,1,1.0337,2,10,14,0,1,306,United Kingdom,0.6548,0.3464,0.5763,0.792,19,72.82,58.45
15932,1,19,317.73,16,16,169,2.01,1,0.8057,4,2,14,0,1,84,United Kingdom,0.6548,0.7711,0.7065,0.875,16,56.42,44.94
15933,1,15,411.81,24,24,345,2.73,1,1.3987,4,9,12,0,1,287,United Kingdom,0.6548,0.4749,0.6505,0.8367,24,71.29,64.63
